incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
2874,"Unknown threat actors targeted website of French Service National Universel (SNU) and accessed data of almost 150,000 citizens in early December 2023",2023-12-01,,"Data theft, Hijacking with Misuse",France,"EUROPE, NATO, EU, WESTEU",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
2873,US-American Hermon School Department hit with ransomware in November 2023,2023-11-01,2023-11-07,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM","State institutions / political system, Critical infrastructure","Civil service / administration, Telecommunications",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
2871,ALPHV/BlackCat stole data from HTC Global Services in November 2023,2023-11-01,,"Data theft & Doxing, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Telecommunications,BlackCat/ALPHV,Unknown,Non-state-group,Criminal(s),Media statement / Social media,BlackCat/ALPHV,Unknown,No,Exploit Public-Facing Application,Data Exfiltration,False,Sensitive information,System Misuse,9,No system interference/disruption,Major Breach + Corruption,0,Unfriendly Acts / Retorsions,2023.0
2870,Unknown threat actors targeted Lac-Mégantic municipal administration in Canada on 30 November ,2023-11-29,,"Disruption, Hijacking with Misuse",Canada,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,True,Not available,System Misuse,8,Weeks (< 4 weeks),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2869,US sweets manufacturer Hershey experienced data breach in September 2023,2023-09-03,2023-09-04,Hijacking without Misuse,United States,"NATO, NORTHAM",Critical infrastructure,Food,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2023.0
2868,Hunters International ransomware gang claimed to have targeted Fred Hutch Cancer Center in Washington State on 19 November,2023-11-01,,"Data theft, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,"Health, Research",Unknown,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Fred Hutchinson Cancer Center,Unknown,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2023.0
2867,Mayor's office of the Puerto Rican municipality of Rio Grande was hit by a cyber attack that was detected in November 2023,2023-11-01,,"Data theft, Disruption, Hijacking with Misuse",Puerto Rico,Not available,State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,True,Non-sensitive information,System Misuse,9,Days (< 7 days),Minor Breach,75000,Unfriendly Acts / Retorsions,2023.0
2866,"Data from city admistration of Baden, Switzerland, leaked on darknet by unknown hackers in late November 2023",2023-01-01,,"Data theft & Doxing, Hijacking with Misuse",Switzerland,"EUROPE, WESTEU",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,8,No system interference/disruption,Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2023.0
2865,Unknown Threat Actors Gained Unauthorised Access to Systems and Parts of Databases of German Gräbener Maschinentechnik GmbH in early December 2023,2023-12-01,2023-12-03,"Data theft, Hijacking with Misuse",Germany,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Critical Manufacturing,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
2864,English Weald of Kent Grammar School hit by cyberincident in November 2023,2023-11-20,2023-11-24,Hijacking without Misuse,United Kingdom,"EUROPE, NATO, NORTHEU","State institutions / political system, Education",Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2023.0
2861,Unknown hackers encrypted and stole data from Singaporean engineering company Koh Brothers Eco Engineering Limited in late 2023,2023-01-01,,"Disruption, Hijacking with Misuse",Singapore,ASIA,Critical infrastructure,"Waste Water Management, Critical Manufacturing",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Encrypted for Impact,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2860,Iranian State-Aligned AGRIUS and Lebanese Terrorist Hezbollah Cyber Unit extraced medical records of military personnel from Israeli Ziv Medical Centre in November 2023,2023-11-01,,"Data theft & Doxing, Hijacking with Misuse",Israel,"ASIA, MENA, MEA",Critical infrastructure,Health,Unknown,Iran,State affiliated actor,Non-state group(state-affiliation suggested),Media statement / Social media,Not available,"Resources, Secession",No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Countermeasures,2023.0
2859,Unknown threat actors targeted Irish water utility Drum/Binghamstown Group Water Scheme causing disruptions on 30 November 2023 ,2023-11-30,,"Disruption, Hijacking with Misuse",Ireland,"EUROPE, EU, NORTHEU",Critical infrastructure,Water,Cyber Avengers/Cyber Av3ngers < Storm-0784/Shahid Kaveh Group (IRGC-CEC),Iran,State affiliated actor,Not available,Self-attribution,Cyber Avengers / Cyber Av3ngers,Unknown,No,Not available,Not available,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2858,US American cloud service provider Ongoing Operations hit by ransomware attack on 26 November 2023,2023-11-26,,"Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Digital Provider,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Encrypted for Impact,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2857,"City of Hendersonville (North Carolina, USA) suffered data theft in November 2023",2023-11-01,,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
2850,"Unknown actor disrupted diagnostic systems and deleted administrative data at Hospital in Esslingen, Germany, on 28 November 2023",2023-11-28,2023-11-28,"Disruption, Hijacking with Misuse",Germany,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Exploit Public-Facing Application,Data Destruction,True,Not available,System Misuse,9,Days (< 7 days),Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2023.0
2845,Japanese Space Agency JAXA targeted during summer of 2023,2023-01-01,,Hijacking without Misuse,Japan,"ASIA, SCS, NEA",State institutions / political system,"Other (e.g., embassies)",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2023.0
2844,Ransomware group Lockbit claims responsibilty for the attack on US hospital company Capital Health causing network outages at the end of November 2023.,2023-11-27,,"Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Health,LockBit,Russia,Non-state-group,Criminal(s),Media statement / Social media,Lockbit,Unknown,No,Not available,Not available,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2843,Ransomware group Daixin Team targeted North Texas Municipal Water District (NTMWD) in November 2023,2023-11-12,,"Data theft, Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Water,Daixin Team,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Daixin Team,Unknown,No,Not available,Data Exfiltration,True,Non-sensitive information,System Misuse,8,Days (< 7 days),Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
2842,Chinese hacker group Chimera accessed IT system of Dutch semiconductor manufacturer NXP during 2017-2020,2017-01-01,,"Data theft, Hijacking with Misuse",Netherlands,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Critical Manufacturing,Chimera,China,Unknown,Not available,Attribution type unclear,NRC newspaper,International power,No,Valid Accounts,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Countermeasures,2017.0
2841,Ukraine's military intelligence service compromised and published data from Russia's Federal Air Transport Agency Rosaviatsia in 2023,2023-01-01,,"Data theft & Doxing, Hijacking with Misuse",Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,Civil service / administration,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO),Ukraine,State,Not available,Political statement / report,Main Directorate of Intelligence of the Ministry of Defence of Ukraine,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,9,No system interference/disruption,Major Breach + Corruption,0,Countermeasures,2023.0
2836,IRGC-linked hacker group Cyber Av3nger breached Municipal Water Authority of Aliquippa in Pennsylvania on 25 November 2023,2023-11-25,,Hijacking without Misuse,United States,"NATO, NORTHAM",Critical infrastructure,Water,IRGC Cyber-Electronic Command (IRGC-CEC)/IRGC Electronic Warfare and Cyber Defense Organization (IRGC-EWCD),Iran,State,Not available,Domestic legal action,Department of the Treasury’s Office of Foreign Assets Control (OFAC),Unknown,No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Countermeasures,2023.0
2835,Pro-Russian hacking group NoName057(16) targeted websites of Swiss government and critical infrastructure organisations with DDoS attacks on 17 November 2023,2023-11-17,2023-11-17,Disruption,Switzerland,"EUROPE, WESTEU","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), State institutions / political system, Critical infrastructure","Government / ministries, Transportation, Digital Provider",NoName057(16),Russia,Non-state-group,Hacktivist(s),Media report,NoName057(16),"System / ideology, Territory, Resources, International power",No,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2834,Slovenia's largest power utility Holding Slovenske elektrarne (HSE) targeted on 22 November 2023,2023-11-22,2023-11-24,Hijacking without Misuse,Slovenia,"EUROPE, BALKANS, NATO, EU",Critical infrastructure,Energy,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2023.0
2833,Unknown hackers stole data from Spanish telecommunication company Vodafone España in November 2023,2023-11-01,,"Data theft, Hijacking with Misuse",Spain,"EUROPE, NATO, EU",Critical infrastructure,Telecommunications,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
2832,Unknown actors target Swiss municipilaty Zollikhofen in suspected ransomware attack during November 2023,2023-11-22,,"Disruption, Hijacking with Misuse, Ransomware",Switzerland,"EUROPE, WESTEU",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Encrypted for Impact,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Not available,2023.0
2831,Unknown hacker stole $54.7 million from cryptocurrency platform KyberSwap on 22 November 2023,2023-11-22,2023-11-22,Hijacking with Misuse,Singapore,ASIA,Critical infrastructure,Finance,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,False,Not available,System Misuse,7,No system interference/disruption,No Impact,54700000,Unfriendly Acts / Retorsions,2023.0
2830,Hospitals across US belonging to Ardent experienced network disruptions on 23 November 2023,2023-11-23,,"Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2023.0
2828,Unknown actors obtained confidential medical information from network intrusion at British Edward VII's hospital in November 2023,2023-11-01,,"Data theft, Hijacking with Misuse",United Kingdom,"EUROPE, NATO, NORTHEU",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2023.0
2827,Ransomware group Meow compromised database of Vanderbilt University Medical Center around 23 November 2023,2023-11-23,,"Data theft, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Health,Meow,Unknown,Non-state-group,Criminal(s),Media report,Meow,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2023.0
